C:\Users\LydoSr\anaconda3\envs\multimod\Lib\site-packages\transformers\tokenization_utils_base.py:1601: FutureWarning: `clean_up_tokenization_spaces` was not set. It will be set to `True` by default. This behavior will be depracted in transformers v4.45, and will be then set to `False` by default. For more details check this issue: https://github.com/huggingface/transformers/issues/31884
  warnings.warn(
2024-09-25 07:00:02,475 - INFO - Loaded audio embeddings from embeddings/audio_embeddings.pt.
2024-09-25 07:00:15,719 - INFO - Loaded transcriptions from E:\Ted\Text Chunks.
2024-09-25 07:00:15,840 - INFO - Loaded 123493 samples from the dataset.
c:\Users\LydoSr\Desktop\multimodal-llm\train.py:63: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler()  # For mixed precision
Epoch 1/3
c:\Users\LydoSr\Desktop\multimodal-llm\train.py:75: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast():
C:\Users\LydoSr\anaconda3\envs\multimod\Lib\site-packages\transformers\models\gpt2\modeling_gpt2.py:544: UserWarning: 1Torch was not compiled with flash attention. (Triggered internally at C:\cb\pytorch_1000000000000\work\aten\src\ATen\native\transformers\cuda\sdp_utils.cpp:555.)
  attn_output = torch.nn.functional.scaled_dot_product_attention(
  Batch 928 Loss: 9.0093
  Batch 944 Loss: 8.1699
  Batch 960 Loss: 8.4113
  Batch 976 Loss: 9.1231
  Batch 992 Loss: 8.3291
  Batch 1008 Loss: 8.7134
  Batch 1024 Loss: 8.6459
  Batch 1040 Loss: 8.5873
  Batch 1056 Loss: 8.7924
  Batch 1072 Loss: 8.2048
  Batch 1088 Loss: 8.9568
  Batch 1104 Loss: 7.8739
  Batch 1120 Loss: 7.4620
  Batch 1136 Loss: 8.9853
  Batch 1152 Loss: 8.3220
  Batch 1168 Loss: 8.6673
  Batch 1184 Loss: 8.0043
  Batch 1200 Loss: 8.0538
  Batch 1216 Loss: 8.4462
  Batch 1232 Loss: 7.6465
  Batch 1248 Loss: 8.5969
  Batch 1264 Loss: 8.3748
  Batch 1280 Loss: 8.0107
  Batch 1296 Loss: 8.1900
  Batch 1312 Loss: 7.9213
  Batch 1328 Loss: 8.5901
  Batch 1344 Loss: 7.4211
  Batch 1360 Loss: 7.6456
  Batch 1376 Loss: 7.8558
  Batch 1392 Loss: 8.2175
  Batch 1408 Loss: 6.7278
  Batch 1424 Loss: 7.5614
  Batch 1440 Loss: 7.7073
  Batch 1456 Loss: 7.2678
  Batch 1472 Loss: 7.8295
  Batch 1488 Loss: 6.9870
  Batch 1504 Loss: 6.9277
  Batch 1520 Loss: 7.4663
  Batch 1536 Loss: 6.9324
  Batch 1552 Loss: 6.3747
  Batch 1568 Loss: 7.2963
  Batch 1584 Loss: 8.0999
  Batch 1600 Loss: 7.4824
  Batch 1616 Loss: 7.2582
  Batch 1632 Loss: 6.8427
  Batch 1648 Loss: 7.0834
  Batch 1664 Loss: 6.9433
  Batch 1680 Loss: 6.5196
  Batch 1696 Loss: 7.7319
  Batch 1712 Loss: 7.6433
  Batch 1728 Loss: 5.6598
  Batch 1744 Loss: 6.8057
  Batch 1760 Loss: 5.8305
  Batch 1776 Loss: 6.4860
  Batch 1792 Loss: 5.3827
  Batch 1808 Loss: 6.3257
  Batch 1824 Loss: 5.7846
  Batch 1840 Loss: 5.8985
  Batch 1856 Loss: 5.7893
  Batch 1872 Loss: 6.2354
  Batch 1888 Loss: 6.1687
  Batch 1904 Loss: 5.8760
  Batch 1920 Loss: 5.8791
  Batch 1936 Loss: 5.7837
  Batch 1952 Loss: 6.6789
  Batch 1968 Loss: 5.3756
  Batch 1984 Loss: 6.2787
  Batch 2000 Loss: 5.3138
  Batch 2016 Loss: 5.4696
  Batch 2032 Loss: 6.1002
  Batch 2048 Loss: 6.6553
  Batch 2064 Loss: 5.2685
  Batch 2080 Loss: 5.6380
  Batch 2096 Loss: 5.3116
  Batch 2112 Loss: 5.8159
  Batch 2128 Loss: 5.2707
  Batch 2144 Loss: 5.9895
  Batch 2160 Loss: 5.2442
  Batch 2176 Loss: 5.9730
  Batch 2192 Loss: 6.3290
  Batch 2208 Loss: 5.1884
  Batch 2224 Loss: 4.7596
  Batch 2240 Loss: 5.3441
  Batch 2256 Loss: 5.1321
  Batch 2272 Loss: 6.1239
  Batch 2288 Loss: 5.5419
  Batch 2304 Loss: 5.3108
  Batch 2320 Loss: 5.5738
  Batch 2336 Loss: 5.3382
  Batch 2352 Loss: 5.9682
  Batch 2368 Loss: 5.6242
  Batch 2384 Loss: 4.3389
  Batch 2400 Loss: 5.2344
  Batch 2416 Loss: 5.2382
  Batch 2432 Loss: 5.4380
  Batch 2448 Loss: 4.9987
  Batch 2464 Loss: 5.0509
  Batch 2480 Loss: 5.4200
  Batch 2496 Loss: 5.8716
  Batch 2512 Loss: 5.0732
  Batch 2528 Loss: 5.8402
  Batch 2544 Loss: 5.4978
  Batch 2560 Loss: 4.7012
  Batch 2576 Loss: 5.3314
  Batch 2592 Loss: 5.2431
  Batch 2608 Loss: 4.8133
  Batch 2624 Loss: 4.6025
  Batch 2640 Loss: 9.5625
  Batch 2656 Loss: 5.0181
  Batch 2672 Loss: 5.1023
  Batch 2688 Loss: 4.2307
  Batch 2704 Loss: 4.9281
  Batch 2720 Loss: 5.2966
  Batch 2736 Loss: 4.4298
  Batch 2752 Loss: 4.8983
  Batch 2768 Loss: 5.6391
  Batch 2784 Loss: 4.7015
  Batch 2800 Loss: 5.2799
  Batch 2816 Loss: 3.7264
  Batch 2832 Loss: 6.2493
  Batch 2848 Loss: 5.3250
  Batch 2864 Loss: 4.2890
  Batch 2880 Loss: 4.2589
  Batch 2896 Loss: 5.6953
  Batch 2912 Loss: 4.1754
  Batch 2928 Loss: 4.1921
  Batch 2944 Loss: 4.4217
  Batch 2960 Loss: 4.1366
  Batch 2976 Loss: 4.3353
  Batch 2992 Loss: 4.4710
  Batch 3008 Loss: 3.8490
  Batch 3024 Loss: 4.2923
  Batch 3040 Loss: 4.5563
  Batch 3056 Loss: 5.1698
  Batch 3072 Loss: 4.2511
  Batch 3088 Loss: 5.0509
  Batch 3104 Loss: 4.5246
  Batch 3120 Loss: 4.0718
  Batch 3136 Loss: 4.2846
  Batch 3152 Loss: 4.6564
  Batch 3168 Loss: 4.0356
  Batch 3184 Loss: 5.9528
  Batch 3200 Loss: 4.2876
  Batch 3216 Loss: 5.1265
  Batch 3232 Loss: 5.1666
  Batch 3248 Loss: 3.8841
  Batch 3264 Loss: 3.8502
  Batch 3280 Loss: 4.7340
  Batch 3296 Loss: 4.1819
  Batch 3312 Loss: 4.9660
  Batch 3328 Loss: 4.0271
  Batch 3344 Loss: 4.2941
  Batch 3360 Loss: 3.8131
  Batch 3376 Loss: 3.5866
  Batch 3392 Loss: 4.0632
  Batch 3408 Loss: 5.1905
  Batch 3424 Loss: 4.0494
  Batch 3440 Loss: 4.1878
  Batch 3456 Loss: 4.8616
  Batch 3472 Loss: 4.4349
  Batch 3488 Loss: 4.7895
  Batch 3504 Loss: 4.0457
  Batch 3520 Loss: 5.0793
  Batch 3536 Loss: 5.0337
  Batch 3552 Loss: 3.7132
  Batch 3568 Loss: 4.2766
  Batch 3584 Loss: 5.7921
  Batch 3600 Loss: 4.1290
  Batch 3616 Loss: 4.9987
  Batch 3632 Loss: 3.4640
  Batch 3648 Loss: 3.9846
  Batch 3664 Loss: 4.4973
  Batch 3680 Loss: 4.1318
  Batch 3696 Loss: 4.4492
  Batch 3712 Loss: 5.0810
  Batch 3728 Loss: 4.7594
  Batch 3744 Loss: 5.0796
  Batch 3760 Loss: 3.5074
  Batch 3776 Loss: 4.2583
  Batch 3792 Loss: 4.1774
  Batch 3808 Loss: 4.2986
  Batch 3824 Loss: 4.7064
  Batch 3840 Loss: 4.3901
  Batch 3856 Loss: 3.6118
  Batch 3872 Loss: 5.0965
  Batch 3888 Loss: 4.6456
  Batch 3904 Loss: 3.8133
  Batch 3920 Loss: 5.7860
  Batch 3936 Loss: 3.0038
  Batch 3952 Loss: 4.2684
  Batch 3968 Loss: 3.7869
  Batch 3984 Loss: 3.7686
  Batch 4000 Loss: 3.9743
  Batch 4016 Loss: 3.8032
  Batch 4032 Loss: 4.6806
  Batch 4048 Loss: 3.4345
  Batch 4064 Loss: 4.8425
  Batch 4080 Loss: 4.1913
  Batch 4096 Loss: 3.7150
  Batch 4112 Loss: 3.7281
  Batch 4128 Loss: 3.0735
  Batch 4144 Loss: 4.2667
  Batch 4160 Loss: 3.3178
  Batch 4176 Loss: 3.7234
  Batch 4192 Loss: 4.7029
  Batch 4208 Loss: 4.2578
  Batch 4224 Loss: 4.2478
  Batch 4240 Loss: 4.3583
  Batch 4256 Loss: 3.8490
  Batch 4272 Loss: 4.2987
  Batch 4288 Loss: 4.4315
  Batch 4304 Loss: 4.1028
  Batch 4320 Loss: 3.1917
  Batch 4336 Loss: 3.1955
  Batch 4352 Loss: 4.4977
  Batch 4368 Loss: 4.3936
  Batch 4384 Loss: 3.4854
  Batch 4400 Loss: 4.4312
  Batch 4416 Loss: 3.8135
  Batch 4432 Loss: 3.9416
  Batch 4448 Loss: 3.4413
  Batch 4464 Loss: 4.0791
  Batch 4480 Loss: 3.6082
  Batch 4496 Loss: 4.1580
  Batch 4512 Loss: 4.2165
  Batch 4528 Loss: 4.2210
  Batch 4544 Loss: 4.6022
  Batch 4560 Loss: 3.8121
  Batch 4576 Loss: 3.9507
  Batch 4592 Loss: 3.7601
  Batch 4608 Loss: 3.9252
  Batch 4624 Loss: 3.6724
  Batch 4640 Loss: 4.8867
  Batch 4656 Loss: 4.4348
  Batch 4672 Loss: 3.7826
  Batch 4688 Loss: 3.1764
  Batch 4704 Loss: 3.2414
  Batch 4720 Loss: 4.0553
  Batch 4736 Loss: 3.3685
  Batch 4752 Loss: 3.9757
  Batch 4768 Loss: 3.3354
  Batch 4784 Loss: 4.3728
  Batch 4800 Loss: 3.6291
  Batch 4816 Loss: 3.8343
  Batch 4832 Loss: 4.0446
  Batch 4848 Loss: 3.6697
  Batch 4864 Loss: 2.7372
  Batch 4880 Loss: 4.4468
  Batch 4896 Loss: 3.2062
  Batch 4912 Loss: 3.5914
  Batch 4928 Loss: 3.7135
  Batch 4944 Loss: 3.5630
  Batch 4960 Loss: 3.5978
  Batch 4976 Loss: 2.8646
  Batch 4992 Loss: 3.4965
  Batch 5008 Loss: 4.1364
  Batch 5024 Loss: 3.6237
  Batch 5040 Loss: 3.9305
  Batch 5056 Loss: 3.7286
  Batch 5072 Loss: 4.3949
  Batch 5088 Loss: 3.9969
  Batch 5104 Loss: 3.7404
  Batch 5120 Loss: 3.5082
  Batch 5136 Loss: 3.5707
  Batch 5152 Loss: 3.7247
  Batch 5168 Loss: 4.0864
  Batch 5184 Loss: 4.1345
  Batch 5200 Loss: 3.6725
  Batch 5216 Loss: 3.6097
  Batch 5232 Loss: 3.4627
  Batch 5248 Loss: 2.9821
  Batch 5264 Loss: 3.8915
  Batch 5280 Loss: 3.9576
  Batch 5296 Loss: 3.4615
  Batch 5312 Loss: 3.4955
  Batch 5328 Loss: 4.0753
  Batch 5344 Loss: 3.9035
  Batch 5360 Loss: 4.4959
  Batch 5376 Loss: 3.1436
  Batch 5392 Loss: 4.3944
  Batch 5408 Loss: 3.5582
  Batch 5424 Loss: 3.2876
  Batch 5440 Loss: 3.3543
  Batch 5456 Loss: 3.5003
  Batch 5472 Loss: 3.4575
  Batch 5488 Loss: 3.0520
  Batch 5504 Loss: 3.3429
  Batch 5520 Loss: 3.4953
  Batch 5536 Loss: 3.1223
  Batch 5552 Loss: 3.4942
  Batch 5568 Loss: 3.7912
  Batch 5584 Loss: 3.4826
  Batch 5600 Loss: 4.4044
  Batch 5616 Loss: 3.6467
  Batch 5632 Loss: 3.1270
  Batch 5648 Loss: 3.6982
  Batch 5664 Loss: 3.0655
  Batch 5680 Loss: 3.9952
  Batch 5696 Loss: 4.2734
  Batch 5712 Loss: 3.9428
  Batch 5728 Loss: 3.5497
  Batch 5744 Loss: 3.5431
  Batch 5760 Loss: 3.8398
  Batch 5776 Loss: 4.2637
  Batch 5792 Loss: 4.0510
  Batch 5808 Loss: 4.1542
  Batch 5824 Loss: 3.0882
  Batch 5840 Loss: 3.3300
  Batch 5856 Loss: 3.7453
  Batch 5872 Loss: 3.0845
  Batch 5888 Loss: 3.9718
  Batch 5904 Loss: 3.6424
  Batch 5920 Loss: 3.4551
  Batch 5936 Loss: 4.0092
  Batch 5952 Loss: 3.5622
  Batch 5968 Loss: 3.4660
  Batch 5984 Loss: 3.8535
  Batch 6000 Loss: 5.1949
  Batch 6016 Loss: 3.4975
  Batch 6032 Loss: 3.5205
  Batch 6048 Loss: 2.8318
  Batch 6064 Loss: 3.4449
  Batch 6080 Loss: 3.0054
  Batch 6096 Loss: 3.2560
  Batch 6112 Loss: 3.6026
  Batch 6128 Loss: 4.8889
  Batch 6144 Loss: 3.1661
  Batch 6160 Loss: 4.2515
  Batch 6176 Loss: 3.2650
  Batch 6192 Loss: 3.4102
  Batch 6208 Loss: 3.3413
  Batch 6224 Loss: 3.7689
  Batch 6240 Loss: 3.7925
  Batch 6256 Loss: 4.1628
  Batch 6272 Loss: 3.5906
  Batch 6288 Loss: 3.4479
  Batch 6304 Loss: 4.2077
  Batch 6320 Loss: 3.1457
  Batch 6336 Loss: 4.8453
  Batch 6352 Loss: 3.5611
  Batch 6368 Loss: 3.4853
  Batch 6384 Loss: 3.7365
  Batch 6400 Loss: 3.3214
  Batch 6416 Loss: 3.0413
  Batch 6432 Loss: 4.4749
  Batch 6448 Loss: 3.6715
  Batch 6464 Loss: 4.1720
  Batch 6480 Loss: 4.0887
  Batch 6496 Loss: 3.8240
  Batch 6512 Loss: 3.6615
  Batch 6528 Loss: 3.6500
  Batch 6544 Loss: 3.3703
  Batch 6560 Loss: 4.0121
  Batch 6576 Loss: 3.6466
  Batch 6592 Loss: 4.2625
  Batch 6608 Loss: 4.2115
  Batch 6624 Loss: 3.6415
  Batch 6640 Loss: 3.7615
  Batch 6656 Loss: 3.2908
  Batch 6672 Loss: 3.3933
  Batch 6688 Loss: 3.5141
  Batch 6704 Loss: 3.4100
  Batch 6720 Loss: 4.0768
  Batch 6736 Loss: 3.3248
  Batch 6752 Loss: 3.6242
  Batch 6768 Loss: 3.8996
  Batch 6784 Loss: 4.0015
  Batch 6800 Loss: 3.6060
  Batch 6816 Loss: 4.3177
  Batch 6832 Loss: 3.9201
  Batch 6848 Loss: 2.7654
  Batch 6864 Loss: 4.1238
  Batch 6880 Loss: 2.9809
  Batch 6896 Loss: 4.1932
  Batch 6912 Loss: 3.3994
  Batch 6928 Loss: 3.6769
  Batch 6944 Loss: 3.7725
  Batch 6960 Loss: 4.4561
  Batch 6976 Loss: 4.0086
  Batch 6992 Loss: 4.5611
  Batch 7008 Loss: 3.4774
  Batch 7024 Loss: 2.8984
  Batch 7040 Loss: 3.5796
  Batch 7056 Loss: 3.5877
  Batch 7072 Loss: 2.8539
  Batch 7088 Loss: 3.9450
  Batch 7104 Loss: 3.9250
  Batch 7120 Loss: 3.6464
  Batch 7136 Loss: 2.9968
  Batch 7152 Loss: 3.2050
  Batch 7168 Loss: 2.7664
  Batch 7184 Loss: 3.4953
  Batch 7200 Loss: 3.6299
  Batch 7216 Loss: 3.2143
  Batch 7232 Loss: 2.9735
  Batch 7248 Loss: 3.8232
  Batch 7264 Loss: 3.9228
  Batch 7280 Loss: 4.1073
  Batch 7296 Loss: 3.3678
  Batch 7312 Loss: 4.5166
  Batch 7328 Loss: 3.0575
  Batch 7344 Loss: 3.5006
  Batch 7360 Loss: 4.4805
  Batch 7376 Loss: 3.2170
  Batch 7392 Loss: 3.3089
  Batch 7408 Loss: 4.0163
  Batch 7424 Loss: 4.0327
  Batch 7440 Loss: 4.2310
  Batch 7456 Loss: 3.2772
  Batch 7472 Loss: 3.5313
  Batch 7488 Loss: 3.8633
  Batch 7504 Loss: 3.8776
  Batch 7520 Loss: 3.4578
  Batch 7536 Loss: 4.3664
  Batch 7552 Loss: 3.3646
  Batch 7568 Loss: 3.8444
  Batch 7584 Loss: 3.3481
  Batch 7600 Loss: 3.3100
  Batch 7616 Loss: 2.8891
  Batch 7632 Loss: 3.3532
  Batch 7648 Loss: 3.6315
  Batch 7664 Loss: 3.7325
  Batch 7680 Loss: 3.4308
  Batch 7696 Loss: 3.9401
  Batch 7712 Loss: 3.9796
  Batch 7728 Loss: 4.6119
  Batch 7744 Loss: 3.9544
  Batch 7760 Loss: 3.4872
  Batch 7776 Loss: 3.0849
  Batch 7792 Loss: 3.2275
  Batch 7808 Loss: 3.3157
  Batch 7824 Loss: 3.5297
  Batch 7840 Loss: 3.8165
  Batch 7856 Loss: 3.2601
  Batch 7872 Loss: 3.7692
  Batch 7888 Loss: 3.9325
  Batch 7904 Loss: 4.0534
  Batch 7920 Loss: 3.3038
  Batch 7936 Loss: 4.1307
  Batch 7952 Loss: 3.1395
  Batch 7968 Loss: 4.3620
  Batch 7984 Loss: 4.1414
  Batch 8000 Loss: 3.7485
  Batch 8016 Loss: 3.6688
  Batch 8032 Loss: 3.1805
  Batch 8048 Loss: 3.2282
  Batch 8064 Loss: 3.2748
  Batch 8080 Loss: 3.0564
  Batch 8096 Loss: 3.0094
  Batch 8112 Loss: 2.8830
  Batch 8128 Loss: 3.5346
  Batch 8144 Loss: 3.5985
  Batch 8160 Loss: 4.1005
  Batch 8176 Loss: 3.7813
  Batch 8192 Loss: 3.4048
  Batch 8208 Loss: 4.3588
  Batch 8224 Loss: 4.1199
  Batch 8240 Loss: 3.3564
  Batch 8256 Loss: 3.6982
  Batch 8272 Loss: 3.7350
  Batch 8288 Loss: 4.4181
  Batch 8304 Loss: 3.8248
  Batch 8320 Loss: 2.5763
  Batch 8336 Loss: 3.9248
  Batch 8352 Loss: 2.9223
  Batch 8368 Loss: 2.9283
  Batch 8384 Loss: 3.8043
  Batch 8400 Loss: 3.3787
  Batch 8416 Loss: 3.9741
  Batch 8432 Loss: 4.3964
  Batch 8448 Loss: 3.1433
  Batch 8464 Loss: 3.8925
  Batch 8480 Loss: 3.1471
  Batch 8496 Loss: 3.7137
  Batch 8512 Loss: 4.6379
  Batch 8528 Loss: 3.4209
  Batch 8544 Loss: 3.5384
  Batch 8560 Loss: 3.0834
  Batch 8576 Loss: 4.2472
  Batch 8592 Loss: 3.6527
  Batch 8608 Loss: 3.2271
  Batch 8624 Loss: 3.7646
  Batch 8640 Loss: 3.5768
  Batch 8656 Loss: 3.7013
  Batch 8672 Loss: 3.7705
  Batch 8688 Loss: 3.2340
  Batch 8704 Loss: 3.0717
  Batch 8720 Loss: 3.5474
  Batch 8736 Loss: 3.3152
  Batch 8752 Loss: 3.6724
  Batch 8768 Loss: 3.4541
  Batch 8784 Loss: 3.0479
  Batch 8800 Loss: 3.0451
  Batch 8816 Loss: 3.0236
  Batch 8832 Loss: 2.8334
  Batch 8848 Loss: 3.2371
  Batch 8864 Loss: 3.8609
  Batch 8880 Loss: 3.1935
  Batch 8896 Loss: 3.3704
  Batch 8912 Loss: 4.1850
  Batch 8928 Loss: 4.1280
  Batch 8944 Loss: 3.0695
  Batch 8960 Loss: 3.7557
  Batch 8976 Loss: 3.7386
  Batch 8992 Loss: 3.6133
  Batch 9008 Loss: 3.4719
  Batch 9024 Loss: 3.4239
  Batch 9040 Loss: 3.0577
  Batch 9056 Loss: 3.3327
  Batch 9072 Loss: 3.8828
  Batch 9088 Loss: 3.8648
  Batch 9104 Loss: 4.0551
  Batch 9120 Loss: 3.7352
  Batch 9136 Loss: 3.1930
  Batch 9152 Loss: 0.9259
  Batch 9168 Loss: 4.4903
  Batch 9184 Loss: 3.9429
  Batch 9200 Loss: 3.7031
  Batch 9216 Loss: 3.2044
  Batch 9232 Loss: 3.4922
  Batch 9248 Loss: 3.1008
  Batch 9264 Loss: 2.8756
  Batch 9280 Loss: 3.1820
  Batch 9296 Loss: 2.7542
  Batch 9312 Loss: 3.4698
  Batch 9328 Loss: 3.7199
  Batch 9344 Loss: 2.6437
  Batch 9360 Loss: 3.9507
  Batch 9376 Loss: 3.6361
  Batch 9392 Loss: 3.0700
  Batch 9408 Loss: 3.9909
  Batch 9424 Loss: 4.4606
  Batch 9440 Loss: 3.4184
  Batch 9456 Loss: 2.3230
  Batch 9472 Loss: 2.9630
  Batch 9488 Loss: 2.9683
  Batch 9504 Loss: 3.4485
  Batch 9520 Loss: 3.1938
  Batch 9536 Loss: 3.3153
  Batch 9552 Loss: 3.2626
  Batch 9568 Loss: 3.3599
  Batch 9584 Loss: 4.7220
  Batch 9600 Loss: 3.4825
  Batch 9616 Loss: 4.5977
  Batch 9632 Loss: 3.8865
  Batch 9648 Loss: 3.5223
  Batch 9664 Loss: 3.2270
  Batch 9680 Loss: 3.8331
  Batch 9696 Loss: 4.0386
  Batch 9712 Loss: 4.0957
  Batch 9728 Loss: 3.2367
  Batch 9744 Loss: 3.3974
  Batch 9760 Loss: 2.8800
  Batch 9776 Loss: 3.3868
  Batch 9792 Loss: 3.0178
  Batch 9808 Loss: 4.1146
  Batch 9824 Loss: 3.2879
  Batch 9840 Loss: 2.9614
  Batch 9856 Loss: 3.1500
  Batch 9872 Loss: 3.4864
  Batch 9888 Loss: 4.9428
  Batch 9904 Loss: 3.1106
  Batch 9920 Loss: 3.7016
  Batch 9936 Loss: 3.2982
  Batch 9952 Loss: 3.4557
  Batch 9968 Loss: 4.5216
  Batch 9984 Loss: 3.1772
  Batch 10000 Loss: 4.3228
  Batch 10016 Loss: 3.8863
  Batch 10032 Loss: 3.3774
  Batch 10048 Loss: 3.6309
  Batch 10064 Loss: 3.5522
  Batch 10080 Loss: 3.9192
  Batch 10096 Loss: 3.0814
  Batch 10112 Loss: 3.0317
  Batch 10128 Loss: 3.1286
  Batch 10144 Loss: 2.9769
  Batch 10160 Loss: 3.1863
  Batch 10176 Loss: 3.9641
  Batch 10192 Loss: 3.6689
  Batch 10208 Loss: 3.7124
  Batch 10224 Loss: 3.6615
  Batch 10240 Loss: 3.0790
  Batch 10256 Loss: 3.9564
  Batch 10272 Loss: 3.5715
  Batch 10288 Loss: 3.0119
  Batch 10304 Loss: 3.8096
  Batch 10320 Loss: 3.2090
  Batch 10336 Loss: 3.2248
  Batch 10352 Loss: 3.8850
  Batch 10368 Loss: 3.5811
  Batch 10384 Loss: 3.4816
  Batch 10400 Loss: 3.1421
  Batch 10416 Loss: 3.9773
  Batch 10432 Loss: 3.9431
  Batch 10448 Loss: 3.5724
  Batch 10464 Loss: 3.7395
  Batch 10480 Loss: 4.6135
  Batch 10496 Loss: 4.0478
  Batch 10512 Loss: 3.3508
  Batch 10528 Loss: 3.3330
  Batch 10544 Loss: 3.7448
  Batch 10560 Loss: 4.2393
  Batch 10576 Loss: 3.5127
  Batch 10592 Loss: 3.6303
  Batch 10608 Loss: 3.3107
  Batch 10624 Loss: 3.7936
  Batch 10640 Loss: 3.1380
  Batch 10656 Loss: 4.1423
  Batch 10672 Loss: 3.5722
  Batch 10688 Loss: 2.9054
  Batch 10704 Loss: 3.6789
  Batch 10720 Loss: 3.8640
  Batch 10736 Loss: 3.9572
  Batch 10752 Loss: 3.8406
  Batch 10768 Loss: 3.0600
  Batch 10784 Loss: 3.9395
  Batch 10800 Loss: 4.2236
  Batch 10816 Loss: 3.1132
  Batch 10832 Loss: 4.8394
  Batch 10848 Loss: 3.4526
  Batch 10864 Loss: 3.4093
  Batch 10880 Loss: 3.8584
  Batch 10896 Loss: 3.6961
  Batch 10912 Loss: 3.9183
  Batch 10928 Loss: 3.2269
  Batch 10944 Loss: 3.9796
  Batch 10960 Loss: 3.2608
  Batch 10976 Loss: 3.1037
  Batch 10992 Loss: 3.4474
  Batch 11008 Loss: 3.8222
  Batch 11024 Loss: 3.5001
  Batch 11040 Loss: 3.1317
  Batch 11056 Loss: 2.9262
  Batch 11072 Loss: 3.4166
  Batch 11088 Loss: 3.0254
  Batch 11104 Loss: 3.1310
  Batch 11120 Loss: 3.6676
  Batch 11136 Loss: 3.6129
  Batch 11152 Loss: 2.9793
  Batch 11168 Loss: 3.8284
  Batch 11184 Loss: 3.7585
  Batch 11200 Loss: 3.0764
  Batch 11216 Loss: 3.9421
  Batch 11232 Loss: 3.7143
  Batch 11248 Loss: 3.6902
  Batch 11264 Loss: 3.0620
